"","Gene","BF","BF_filtered","post_prob","chr","pos"
"1043","SPATS2",1.5484,1.5948,0.102904067528543,12,49484596
"1044","COL8A2",1.5453,1.5948,0.102904067528543,1,36097631
"1045","C7orf26",1.5339,1.5948,0.102904067528543,7,6588611
"1046","SYNPO",1.5207,1.5948,0.102904067528543,5,150618393
"1047","TSC22D4",1.5168,1.5948,0.102904067528543,7,100463697
"1048","C18orf25",1.5083,1.5948,0.102904067528543,18,46215902
"1049","TSC22D1",1.501,1.5948,0.102904067528543,13,44433975
"1050","E2F3",1.5005,1.5948,0.102904067528543,6,20402254
"1051","IFT46",1.4795,1.5948,0.102904067528543,11,118544927
"1052","DAXX",1.4751,1.5948,0.102904067528543,6,33318781
"1053","SLC38A2",1.4738,1.5948,0.102904067528543,12,46361130
"1054","LHFPL3",1.4672,1.5948,0.102904067528543,7,104328832
"1055","ATXN7L2",1.4351,1.5948,0.102904067528543,1,109484033
"1056","PPARGC1B",1.4154,1.5948,0.102904067528543,5,149730392
"1057","CCPG1",1.4101,1.5948,0.102904067528543,15,55356271
"1058","ARL8B",1.4081,1.5948,0.102904067528543,3,5122303
"1059","GGA3",1.4074,1.5948,0.102904067528543,17,75238283
"1060","USP46",1.4043,1.5948,0.102904067528543,4,52604556
"1061","TNFRSF21",1.3897,1.5948,0.102904067528543,6,47232829
"1062","FGFR1OP",1.3871,1.5948,0.102904067528543,6,166999357
"1063","KTN1",1.3703,1.5948,0.102904067528543,14,55577383
"1064","LRRC8B",1.3656,1.5948,0.102904067528543,1,89582717
"1065","NEGR1",1.3601,1.5948,0.102904067528543,1,71407471
"1066","PRMT2",1.3363,1.5948,0.102904067528543,21,46636980
"1067","LPCAT3",1.3034,1.5948,0.102904067528543,12,6975083
"1068","KIAA1522",1.2976,1.5948,0.102904067528543,1,32767793
"1069","GAS2L1",1.2776,1.5948,0.102904067528543,22,29308127
"1070","ARAP3",0.8245,1.5948,0.102904067528543,5,141649311
"1071","UNC93B1",0.7175,1.5948,0.102904067528543,11,67991563
"1072","TSG101",1.5925,1.5943,0.102875124150437,11,18475640
"1073","KCND3",1.7619,1.5934,0.10282302136316,1,111776121
"1074","KCNC2",1.4033,1.5934,0.10282302136316,12,75041119
"1075","WARS",1.6028,1.5909,0.10267825963905,14,100329049
"1076","DCTN6",1.5907,1.5907,0.102666676682993,8,30156383
"1077","KCNMB4",1.6058,1.5906,0.102660885092826,12,70366757
"1078","G3BP2",1.3509,1.5905,0.102655093427898,4,75645463
"1079","SIM2",1.5899,1.5899,0.102620341868271,21,36699762
"1080","GRIN1",1.5893,1.5893,0.102585587616885,9,137139625
"1081","IZUMO1",1.5883,1.5883,0.102527657882042,19,48740925
"1082","GLYR1",1.5767,1.5883,0.102527657882042,16,4798675
"1083","IL17B",1.6095,1.588,0.102510277503168,5,149374385
"1084","PHB",1.592,1.5879,0.102504483893948,17,49405017
"1085","SYNDIG1L",1.5873,1.5879,0.102504483893948,14,74407546
"1086","PTBP2",1.5878,1.5878,0.102498690209928,1,96723589
"1087","HACE1",1.4822,1.5873,0.102469720667777,6,104729681
"1088","RTL1",1.4776,1.5862,0.102405981091623,14,100880732
"1089","TBC1D13",1.4351,1.5861,0.10240018613578,9,128788338
"1090","WWP1",1.8589,1.5848,0.102324844900131,8,86374112
"1091","RAP1GAP",1.5845,1.5845,0.102307456664973,1,21597724
"1092","PLPP4",1.5845,1.5845,0.102307456664973,10,120457315
"1093","HSPB2",1.5614,1.5842,0.10229006775617,11,111908969
"1094","FAM19A1",1.4959,1.584,0.102278474776036,3,68006668
"1095","BASP1",1.5652,1.5833,0.10223789698751,5,17275352
"1096","OR10C1",1.5832,1.5832,0.102232099861123,6,29440023
"1097","SLC18A2",1.5914,1.5828,0.102208910606877,10,117241742
"1098","KLC2",1.6256,1.5823,0.102179922354395,11,66258585
"1099","PTH1R",1.1837,1.582,0.102162528504343,3,46883558
"1100","FAAP20",1.5817,1.5817,0.102145133980321,1,2185298
"1101","LPGAT1",1.6631,1.5808,0.102092946364043,1,211749929
"1102","FXYD3",1.5807,1.5807,0.102087147365517,19,35119171
"1103","CSTF3",1.8659,1.5804,0.102069749920506,11,33081166
"1104","MAP3K12",1.7116,1.5804,0.102069749920506,12,53481189
"1105","FOXP2",1.6456,1.5804,0.102069749920506,7,114426531
"1106","EIF2B5",1.643,1.5804,0.102069749920506,3,184135151
"1107","DPP10",1.6428,1.5804,0.102069749920506,2,115064772
"1108","PIAS2",1.6399,1.5804,0.102069749920506,18,46812438
"1109","REPS1",1.6272,1.5804,0.102069749920506,6,138902498
"1110","MCM6",1.619,1.5804,0.102069749920506,2,135840843
"1111","XRN1",1.619,1.5804,0.102069749920506,3,142311570
"1112","NF2",1.6066,1.5804,0.102069749920506,22,29604013
"1113","DCC",1.5837,1.5804,0.102069749920506,18,52340795
"1114","LRP1",1.5804,1.5804,0.102069749920506,12,57138542
"1115","LEMD3",1.5804,1.5804,0.102069749920506,12,65169688
"1116","EP300",1.5804,1.5804,0.102069749920506,22,41093027
"1117","PTPRD",1.5804,1.5804,0.102069749920506,9,8317878
"1118","SMG6",1.5788,1.5804,0.102069749920506,17,2061599
"1119","CSNK2A1",1.5784,1.5804,0.102069749920506,20,478727
"1120","PSMD3",1.5643,1.5804,0.102069749920506,17,39975916
"1121","GAB2",1.5323,1.5804,0.102069749920506,11,78219292
"1122","TDRD1",1.5201,1.5804,0.102069749920506,10,114187830
"1123","GTF2H1",1.5184,1.5804,0.102069749920506,11,18317911
"1124","TMEM132D",1.5093,1.5804,0.102069749920506,12,129073928
"1125","EPAS1",1.4462,1.5804,0.102069749920506,2,46346887
"1126","TTYH1",1.3918,1.5804,0.102069749920506,19,54415288
"1127","NFE2L1",1.3049,1.5804,0.102069749920506,17,48051126
"1128","ADD2",1.207,1.5804,0.102069749920506,2,70663437
"1129","TIAM1",1.1927,1.5804,0.102069749920506,21,31118545
"1130","CLASP2",1.0408,1.5804,0.102069749920506,3,33498632
"1131","CAMSAP3",0.5562,1.5804,0.102069749920506,19,7605378
"1132","SHANK2",0.4157,1.5804,0.102069749920506,11,70473140
"1133","ZNF629",0.5303,1.5789,0.101982752581982,16,30773812
"1134","KIF23",1.5476,1.5785,0.101959550444551,15,69414464
"1135","RPL24",1.5745,1.5775,0.101901539855225,3,101681140
"1136","RPS12",1.5772,1.5772,0.101884135216951,6,132814611
"1137","KAT8",1.0191,1.5772,0.101884135216951,16,31117722
"1138","IL17RE",1.5913,1.5766,0.101849323916573,3,9902636
"1139","PLXNC1",1.528,1.5756,0.101791299085339,12,94149021
"1140","IDE",1.5741,1.5748,0.101744873821971,10,92454462
"1141","FBXO27",1.5792,1.5742,0.101710051724901,19,39025421
"1142","ALDH1A2",1.6966,1.5721,0.101588153120928,15,57955205
"1143","HIPK1",1.3979,1.572,0.101582347600284,1,113940427
"1144","PRKAR2B",1.5784,1.5716,0.101559124767387,7,107044945
"1145","RNF145",1.7246,1.5705,0.101495255786117,5,159158432
"1146","ARHGEF3",1.5703,1.5703,0.10148364226844,3,56729275
"1147","SLC5A4",1.4438,1.5697,0.10144879991403,22,32218527
"1148","CUX1",1.1794,1.5692,0.101419762554434,7,101816068
"1149","PAX7",1.501,1.5688,0.101396531315478,1,18631614
"1150","OR52B2",1.6637,1.5687,0.10139072331805,11,6169360
"1151","KIAA0895L",1.6013,1.5687,0.10139072331805,16,67174159
"1152","RTRAF",1.5684,1.5684,0.101373298875284,14,51989650
"1153","MTMR4",1.5684,1.5684,0.101373298875284,17,58491706
"1154","CNN3",1.5566,1.568,0.101350065233759,1,94897800
"1155","PDE10A",1.5732,1.5679,0.101344256635659,6,165333039
"1156","RALY",1.6854,1.5672,0.101303594346341,20,34072092
"1157","CRYAB",1.5672,1.5672,0.101303594346341,11,111908781
"1158","TMEFF2",1.568,1.5652,0.101187396097976,2,191950393
"1159","HNF4A",1.7081,1.5646,0.101152530763871,20,44401394
"1160","CALML5",1.5638,1.5638,0.101106039443918,10,5499041
"1161","RBFOX2",1.591,1.5635,0.101088603958997,22,35744199
"1162","TENT4A",1.623,1.5632,0.101071167797685,5,6739758
"1163","GAREM1",1.5626,1.5626,0.101036293445729,18,32267918
"1164","ATG16L1",1.5025,1.5624,0.101024668060417,2,233251880
"1165","PFKP",1.5993,1.5618,0.100989790100341,10,3067652
"1166","EIF4H",1.2628,1.5617,0.100983976843876,7,74189835
"1167","TMOD3",1.5615,1.5615,0.100972350105401,15,51862901
"1168","RPS24",1.394,1.5615,0.100972350105401,10,78035359
"1169","MARK2",1.5606,1.5606,0.100920026060501,11,63895179
"1170","DENND6A",1.1,1.5601,0.100890954514845,3,57628253
"1171","TFRC",1.5594,1.5594,0.100850251192311,3,196027199
"1172","SMR3B",1.5591,1.5591,0.100832805783038,4,70384533
"1173","CHPT1",1.5994,1.5588,0.100815359696796,12,101697952
"1174","ESYT1",1.6224,1.5584,0.100792097195343,12,56128344
"1175","INTS11",1.6532,1.5575,0.100739752166035,1,1311882
"1176","TTC36",1.1841,1.5567,0.100693218134663,11,118527468
"1177","CDK5",1.5563,1.5563,0.100669949312933,7,151054270
"1178","EGLN1",1.5562,1.5563,0.100669949312933,1,231366419
"1179","GNAT1",1.4846,1.5563,0.100669949312933,3,50191763
"1180","ZNF443",1.5557,1.5557,0.100635043822519,19,12430157
"1181","EHBP1",1.5555,1.5555,0.100623408056916,2,62707265
"1182","GLRA1",1.5088,1.5555,0.100623408056916,5,151822698
"1183","ITFG2",1.6087,1.5554,0.100617590061208,12,2812765
"1184","CRYBB1",1.5553,1.5553,0.100611771990228,22,26599540
"1185","SMC2",1.5548,1.5548,0.100582680506182,9,104095318
"1186","UBR5",1.3336,1.5545,0.100565224712387,8,102254337
"1187","GSS",1.6528,1.5539,0.100530311092039,20,34928865
"1188","TRPM3",1.2001,1.551,0.100361523709269,9,70535957
"1189","TNFSF12-TNFSF13",1.6267,1.5504,0.10032659427258,17,7559648
"1190","DAZAP1",1.5495,1.5496,0.100280017470905,19,1418213
"1191","MAGEB18",1.549,1.549,0.100245081704671,NA,26139029
"1192","ATXN2L",1.5794,1.5487,0.100227612804129,16,28823311
"1193","YDJC",1.6801,1.5474,0.100151906396044,22,21628437
"1194","OR6C2",1.5447,1.5447,0.099994629295853,12,55452218
"1195","FILIP1",1.5443,1.5443,0.0999713243087924,6,75308704
"1196","JAK2",1.5428,1.5428,0.0998839198570374,9,5022081
"1197","CXXC1",1.5416,1.5416,0.099813984071812,18,50279877
"1198","EXOSC6",1.5572,1.541,0.0997790121037216,16,70251087
"1199","FGL1",1.5407,1.5407,0.0997615251006684,8,17864651
"1200","TPD52L2",1.5404,1.5404,0.0997440374182238,20,63865382
"1201","RNF128",1.6241,1.5403,0.0997382080397595,NA,106694109
"1202","EVX1",1.6528,1.54,0.099720719451398,7,27243030
"1203","PLAGL2",1.5708,1.54,0.099720719451398,20,32196505
"1204","KMT5B",1.4994,1.54,0.099720719451398,11,68157815
"1205","MOV10L1",1.343,1.54,0.099720719451398,22,50085135
"1206","CXCR5",1.3353,1.54,0.099720719451398,11,118883940
"1207","SYNJ1",1.1325,1.54,0.099720719451398,21,32630999
"1208","LHX2",1.5277,1.5395,0.0996915702941453,9,124013968
"1209","GAS6",1.6521,1.5394,0.099685740236184,13,113820872
"1210","OLFM1",1.2942,1.5394,0.099685740236184,9,135075708
"1211","STIP1",1.4193,1.5392,0.099674079893739,11,64185853
"1212","CDC37L1",1.5384,1.5384,0.0996274355034439,9,4679810
"1213","MCL1",1.5177,1.5362,0.0994991385057199,1,150577373
"1214","DNAJB11",1.5356,1.5356,0.0994641420695563,3,186570911
"1215","NOL4L",1.5354,1.5354,0.0994524759863486,20,32447300
"1216","VPS4B",1.6612,1.5353,0.0994466428313969,18,63391072
"1217","RFPL4A",1.5344,1.5344,0.0993941410361325,19,55761807
"1218","CLIC3",1.5599,1.5343,0.099388307125443,9,136994689
"1219","MAPK7",1.5652,1.5334,0.099335798527877,17,19378897
"1220","GAB1",1.4578,1.5324,0.099277448460113,4,143415514
"1221","C1QL4",1.4511,1.5319,0.0992482705909562,12,49333068
"1222","FCF1",1.5313,1.5313,0.0992132546525867,14,74713198
"1223","PAPPA",1.617,1.5298,0.0991257028948822,9,116187201
"1224","ANKRD7",1.6415,1.5291,0.0990848395833594,7,118224877
"1225","KLHL10",1.5623,1.529,0.0990790016648062,17,41835065
"1226","GRM2",0.92,1.5289,0.0990731636705932,3,51709018
"1227","PLS1",1.5283,1.5283,0.0990381341163779,3,142664265
"1228","IBTK",1.4296,1.5282,0.0990322955925054,6,82171454
"1229","KBTBD4",1.6224,1.5275,0.0989914238065125,11,47572940
"1230","WHRN",1.0206,1.5275,0.0989914238065125,9,114402755
"1231","MGAT5",0.8771,1.527,0.098962227403235,2,134254262
"1232","KATNAL1",1.6077,1.5267,0.09894470865301,13,30208640
"1233","CSNK1G3",1.5508,1.5259,0.098897988655117,5,123545698
"1234","FUT4",1.5427,1.5259,0.098897988655117,11,94544270
"1235","SHISAL1",1.564,1.5253,0.0988629454771126,22,44285437
"1236","VCL",1.4987,1.5242,0.0987986925712631,10,73998325
"1237","BAG4",1.5235,1.5235,0.0987577995875578,8,38176267
"1238","TTC6",1.5547,1.5232,0.0987402728870314,14,37622117
"1239","RPS14",1.5231,1.5231,0.0987344305020343,5,150444320
"1240","CLVS1",1.5368,1.5223,0.0986876886950558,8,61292453
"1241","EDRF1",1.5519,1.5221,0.0986760024857567,10,125719863
"1242","SLC44A4",1.551,1.522,0.0986701592674659,6,31860268
"1243","CTPS1",1.1925,1.522,0.0986701592674659,1,40984845
"1244","DDX39A",1.5014,1.5217,0.0986526291580106,19,14405945
"1245","DNAAF2",1.6403,1.5214,0.0986350983666503,14,49625627
"1246","DHRS1",1.5356,1.5206,0.0985883462556284,14,24290865
"1247","BEX3",1.5289,1.5206,0.0985883462556284,NA,103377627
"1248","COL3A1",1.5155,1.5202,0.0985649683813618,2,188974542
"1249","HOXC13",1.8053,1.5201,0.0985591237233256,12,53938974
"1250","CHD3",1.6506,1.52,0.0985532789894984,17,7889712
"1251","CHD2",1.4652,1.52,0.0985532789894984,15,92901236
"1252","CBL",1.4913,1.5193,0.0985123637304419,11,119206418
"1253","TM9SF4",1.3561,1.5191,0.0985006729742243,20,32133086
"1254","PAK4",1.5189,1.5189,0.0984889819147845,19,39169534
"1255","RAB34",1.5188,1.5188,0.0984831362713525,17,28714609
"1256","RNF19A",0.6386,1.5182,0.0984480608186996,8,100258563
"1257","KANSL1L",1.5161,1.5161,0.0983252752376837,2,210017468
"1258","TOP3B",1.5677,1.5157,0.0983018837158936,22,21957128
"1259","SPRR4",1.5147,1.5147,0.0982433996013113,1,152971893
"1260","RPGR",1.4223,1.5145,0.0982317018679962,NA,38285628
"1261","TENT5B",1.5141,1.5141,0.0982083054908732,1,27005961
"1262","RHOBTB3",1.5396,1.5139,0.0981966068470416,5,95730898
"1263","KLHL41",1.879,1.5128,0.0981322588800669,2,169509786
"1264","FAM120C",1.5127,1.5127,0.0981264086095256,NA,54073047
"1265","SLC4A1AP",1.5523,1.5125,0.0981147078407417,2,27663801
"1266","WNT2",1.5125,1.5125,0.0981147078407417,7,117278165
"1267","PPY",1.4851,1.5117,0.098067901729369,17,43940941
"1268","RNLS",1.5201,1.5113,0.098044496851775,10,88274977
"1269","NXF1",1.4298,1.5112,0.0980386454425785,11,62792479
"1270","POLR3D",1.6067,1.5106,0.0980035353929818,8,22245188
"1271","GFOD2",1.536,1.5101,0.0979742749302279,16,67675168
"1272","RBMS2",1.5094,1.5094,0.0979333070929169,12,56562421
"1273","GATAD2A",1.509,1.509,0.0979098952293271,19,19465371
"1274","NR2F2",1.5085,1.5085,0.0978806286908482,15,96326319
"1275","KCNK4",1.5507,1.508,0.0978513602533172,11,64293077
"1276","MKRN1",1.3063,1.5078,0.0978396523465288,7,140454540
"1277","GRIN3A",1.4374,1.5072,0.0978045268027778,9,101573188
"1278","TYRO3",1.3679,1.5067,0.0977752534268462,15,41557175
"1279","TMEM65",1.6272,1.5065,0.097763543544563,8,124313964
"1280","STOX2",1.3625,1.5063,0.097751833358313,4,183906795
"1281","TSKU",1.4443,1.5061,0.0977401228680846,11,76795623
"1282","DENND4B",1.5025,1.5052,0.0976874219000055,1,153930297
"1283","SH3BGRL3",1.5045,1.5045,0.0976464280016109,1,26280162
"1284","ZMYND19",1.4796,1.5042,0.0976288580477239,9,137582549
"1285","ZNF513",1.5041,1.5041,0.0976230012443788,2,27377571
"1286","EPHB1",2.3895,1.5033,0.097576144080515,3,134795665
"1287","HYAL3",1.5329,1.5023,0.0975175657820839,3,50293292
"1288","BCL2L10",1.4696,1.5023,0.0975175657820839,15,52109809
"1289","TNFRSF1A",1.5012,1.5012,0.0974531208695347,12,6326581
"1290","RABEP1",1.618,1.4999,0.097376946833064,17,5308697
"1291","STS",1.3665,1.4993,0.0973417852485638,NA,7253206
"1292","DUSP28",1.4971,1.4971,0.0972128359980232,2,240560692
"1293","RSPRY1",1.4964,1.4964,0.0971717989644989,16,57204505
"1294","TBCEL",1.5008,1.4954,0.0971131681587576,11,121045700
"1295","MMRN2",1.5442,1.4952,0.0971014410837833,10,86936780
"1296","PSD4",0.2449,1.4946,0.0970662580309951,2,113182475
"1297","PCDHGA10",1.4943,1.4943,0.0970486654763531,5,141413176
"1298","ADIPOR1",1.4625,1.4943,0.0970486654763531,1,202941613
"1299","MFSD3",1.4942,1.4942,0.0970428011391296,8,144509345
"1300","REV1",1.608,1.494,0.0970310722361591,2,99396756
"1301","POTEB2",1.4927,1.4927,0.0969548269390736,15,20866056
"1302","OR10A3",1.4921,1.4921,0.0969196324589717,11,7938605
"1303","SFN",1.5527,1.4919,0.0969079003559794,1,26863273
"1304","XPO7",1.4549,1.4901,0.0968022977101697,8,21966874
"1305","ZC3H10",1.49,1.49,0.0967964301723629,12,56113847
"1306","SLC10A4",1.4202,1.4895,0.0967670913397547,4,48483628
"1307","CD180",1.4885,1.4885,0.0967084079560731,5,67182933
"1308","KCNS3",1.4547,1.4878,0.0966673250501985,2,17931007
"1309","CFP",1.4481,1.4872,0.096632108156406,NA,47624325
"1310","COX15",1.5118,1.4867,0.0966027586472832,10,99713448
"1311","YPEL5",1.4862,1.4862,0.0965734072310268,2,30156730
"1312","STX3",1.4858,1.4858,0.0965499247247605,11,59773224
"1313","ADRA1B",1.1872,1.4858,0.0965499247247605,5,159916911
"1314","TAPBP",1.5614,1.4855,0.0965323120439293,6,33298612
"1315","RPS13",1.4852,1.4853,0.096520569875195,11,17075139
"1316","BFSP1",1.484,1.484,0.0964442383380385,20,17494104
"1317","NFASC",1.4454,1.4828,0.0963737670088338,1,204944341
"1318","DPP9",1.5768,1.4825,0.0963561474589073,19,4679927
"1319","SRGAP3",1.5752,1.4825,0.0963561474589073,3,8985541
"1320","ANKRD54",1.508,1.4819,0.0963209062976223,22,37831989
"1321","NOCT",1.4803,1.4803,0.0962269164278637,4,139016013
"1322","ZNF385D",1.4798,1.4798,0.0961975405838694,3,21421240
"1323","TICRR",1.4792,1.4792,0.0961622870502543,15,89575597
"1324","SLMAP",1.507,1.4787,0.0961329070046715,3,57757836
"1325","NCKAP5L",1.4785,1.4785,0.0961211544516179,12,49791904
"1326","SEPT3",1.4781,1.4781,0.0960976484286095,22,41981663
"1327","EBP",1.5077,1.4778,0.096080018109018,NA,48523784
"1328","MYO1A",1.4005,1.4778,0.096080018109018,12,57028759
"1329","TEX264",1.542,1.4775,0.0960623871016659,3,51674309
"1330","TRPM5",1.4832,1.4772,0.0960447554065128,11,2404833
"1331","RNFT2",1.6505,1.4771,0.0960388780219435,12,116740510
"1332","TRIP6",1.4329,1.4771,0.0960388780219435,7,100865293
"1333","AMPD2",1.4887,1.4767,0.0960153677193687,1,109620142
"1334","LYSMD3",1.476,1.476,0.0959742217470868,5,90512052
"1335","XPO6",1.6738,1.4753,0.0959330720290153,16,28098607
"1336","U2AF2",1.631,1.4753,0.0959330720290153,19,55655139
"1337","ANO3",1.624,1.4753,0.0959330720290153,11,26332282
"1338","CALN1",1.6196,1.4753,0.0959330720290153,7,71787840
"1339","PHACTR2",1.6083,1.4753,0.0959330720290153,6,143608313
"1340","SYK",1.5914,1.4753,0.0959330720290153,9,90843911
"1341","LONRF3",1.5834,1.4753,0.0959330720290153,NA,118975001
"1342","RNF40",1.5621,1.4753,0.0959330720290153,16,30757659
"1343","FAM84B",1.5593,1.4753,0.0959330720290153,8,126556457
"1344","RAP1B",1.5479,1.4753,0.0959330720290153,12,68648746
"1345","GABRA3",1.5303,1.4753,0.0959330720290153,NA,152168239
"1346","STX1A",1.5285,1.4753,0.0959330720290153,7,73697597
"1347","KCMF1",1.511,1.4753,0.0959330720290153,2,85027930
"1348","PELI1",1.5028,1.4753,0.0959330720290153,2,64094742
"1349","CENPA",1.4914,1.4753,0.0959330720290153,2,26786231
"1350","SSU72",1.4753,1.4753,0.0959330720290153,1,1542091
"1351","RAP2B",1.4753,1.4753,0.0959330720290153,3,153162902
"1352","RAC1",1.4753,1.4753,0.0959330720290153,7,6401913
"1353","LDOC1",1.4753,1.4753,0.0959330720290153,NA,141176664
"1354","NAA10",1.4711,1.4753,0.0959330720290153,NA,153930118
"1355","ARF1",1.4356,1.4753,0.0959330720290153,1,228097130
"1356","APPBP2",1.4334,1.4753,0.0959330720290153,17,60447652
"1357","UBE2Z",1.4317,1.4753,0.0959330720290153,17,48910851
"1358","MAPK14",1.4249,1.4753,0.0959330720290153,6,36024420
"1359","KCNK12",1.4173,1.4753,0.0959330720290153,2,47512320
"1360","SRRM3",1.4053,1.4753,0.0959330720290153,7,76235097
"1361","TRABD2B",1.3841,1.4753,0.0959330720290153,1,47765910
"1362","FGF4",1.3149,1.4753,0.0959330720290153,11,69773349
"1363","CYP26B1",1.0241,1.4753,0.0959330720290153,2,72132238
"1364","ZNF576",1.5028,1.4748,0.095903677079626,19,43597125
"1365","CORO1B",1.4745,1.4745,0.0958860391924534,11,67438391
"1366","GNL1",1.4744,1.4744,0.0958801597437971,6,30546080
"1367","SLC27A6",1.4732,1.4732,0.0958096003949477,5,128966137
"1368","CLEC18A",1.4215,1.4727,0.0957801974157342,16,69951447
"1369","TMEM63C",1.4725,1.4725,0.0957684356886018,14,77218832
"1370","SHPK",1.4866,1.4715,0.0957096224628871,17,3610562
"1371","HECA",1.4784,1.4713,0.0956978588996499,6,139135439
"1372","GNB5",1.4488,1.4709,0.095674330854986,15,52124514
"1373","CAMK2A",1.3327,1.4707,0.0956625663735353,5,150222578
"1374","DNAJC25",1.5469,1.4703,0.0956390364923366,9,111631504
"1375","SERPINE2",1.3699,1.4699,0.095615505386662,2,223980314
"1376","SUV39H1",1.5414,1.4691,0.0955684395015026,NA,48698902
"1377","PSME3",1.4373,1.4691,0.0955684395015026,17,42833631
"1378","TMEM246",1.469,1.469,0.0955625559214089,9,101475895
"1379","PPP1R10",1.401,1.4687,0.0955449047218266,6,30601646
"1380","DRD3",1.4679,1.4679,0.0954978314878041,3,114128741
"1381","STUM",1.5558,1.4673,0.0954625233465738,1,226549058
"1382","ZFP92",1.3285,1.4673,0.0954625233465738,NA,153418700
"1383","SRSF9",1.0272,1.4673,0.0954625233465738,12,120457071
"1384","MYO1B",1.5341,1.4666,0.095421327030973,2,191276902
"1385","CNST",1.4666,1.4666,0.095421327030973,1,246591579
"1386","GOT1L1",1.4666,1.4666,0.095421327030973,8,37934337
"1387","LONP1",1.4657,1.4657,0.0953683548252925,19,5686892
"1388","YWHAZ",1.4654,1.4654,0.0953506960446801,8,100920590
"1389","CFAP70",1.305,1.4653,0.095344809631272,10,73250996
"1390","ANK2",1.4651,1.4651,0.0953330365746409,4,112904455
"1391","EXT1",0.9585,1.465,0.095327149931415,8,117799774
"1392","KIF17",0.5984,1.4646,0.0953036025924066,1,20664211
"1393","GNRH1",1.4644,1.4644,0.0952918284632188,8,25419426
"1394","HOMER3",1.4535,1.4639,0.0952623917994094,19,18929445
"1395","NDRG1",1.5551,1.4636,0.0952447288816309,8,133238912
"1396","SPG11",1.5614,1.4633,0.0952270652741834,15,44560335
"1397","NEURL1",1.4491,1.4632,0.0952211772517675,10,103494440
"1398","RBBP6",1.463,1.463,0.0952094009770264,16,24540679
"1399","NHLH1",1.4932,1.4624,0.0951740703134226,1,160370831
"1400","CXCL14",1.1564,1.4622,0.0951622928123879,5,135574575
"1401","EPS15L1",1.4617,1.4617,0.0951328477183851,19,16355736
"1402","SCNN1G",1.4616,1.4616,0.0951269584696155,16,23186273
"1403","PAPOLG",1.4613,1.4613,0.095109290263342,2,60760154
"1404","RXRG",1.4598,1.4598,0.0950209388814839,1,165401391
"1405","CBLL1",1.4594,1.4594,0.0949973755990998,7,107743932
"1406","WDHD1",1.4474,1.4594,0.0949973755990998,14,54941545
"1407","FAM83G",1.4466,1.4593,0.0949914845867756,17,18969047
"1408","MAPK8IP3",1.3963,1.459,0.0949738110896315,16,1706355
"1409","PLEKHA5",1.4757,1.4582,0.0949266783890591,12,19129809
"1410","ZNF622",1.4581,1.4581,0.094920786456305,5,16451763
"1411","SYT9",1.4083,1.458,0.0949148944468386,11,7252206
"1412","PKD2",1.4578,1.4578,0.0949031101977632,4,88007914
"1413","NAPA",1.5688,1.4575,0.0948854332487709,19,47483126
"1414","AXL",1.4738,1.4573,0.0948736482325058,19,41219402
"1415","BRD8",1.4347,1.4563,0.094814718547487,5,138140081
"1416","TIGD3",1.4864,1.4561,0.0948029316896608,11,65355826
"1417","OR4D6",1.4561,1.4561,0.0948029316896608,11,59456999
"1418","SLC25A1",1.4571,1.4547,0.0947204150890786,22,19176176
"1419","SLC35B2",1.4546,1.4546,0.0947145204705047,6,44254729
"1420","HIVEP3",1.5299,1.4541,0.0946850462261346,1,41510461
"1421","MTHFD1",1.583,1.454,0.09467915114695,14,64388277
"1422","P2RY1",1.4538,1.4538,0.0946673607582583,3,152835843
"1423","COPZ1",1.4472,1.4535,0.0946496745993917,12,54325075
"1424","TUBGCP3",0.9713,1.4534,0.0946437790595425,13,112485997
"1425","SIDT2",1.7213,1.4533,0.0946378834429106,11,117175937
"1426","RBFOX1",1.4527,1.4527,0.0946025081305986,16,6317025
"1427","GPR158",0.9801,1.4525,0.0945907157454984,10,25175613
"1428","TAL1",1.5633,1.452,0.0945612334387883,1,47219725
"1429","VAV1",1.4617,1.452,0.0945612334387883,19,6772821
"1430","SS18L1",1.5333,1.4519,0.0945553367470412,20,62140811
"1431","PACS2",1.4517,1.4517,0.0945435431331299,14,105314943
"1432","TNPO1",2.1258,1.4513,0.0945199549835971,5,72848401
"1433","GAK",1.451,1.451,0.0945022630649036,4,849687
"1434","ZSWIM5",1.4509,1.4509,0.094496365605037,1,45018471
"1435","CTDSPL2",1.4074,1.4502,0.0944550812349214,15,44459069
"1436","TAPT1",1.3807,1.4501,0.0944491831604512,4,16163319
"1437","ST3GAL2",0.6044,1.45,0.0944432850091488,16,70381715
"1438","ZNF430",1.48,1.4499,0.0944373867810126,19,21022792
"1439","EPHA8",1.4789,1.448,0.0943253058460238,1,22569313
"1440","BCAN",1.3079,1.4477,0.0943076063200495,1,156646073
"1441","SOX5",1.4508,1.4476,0.0943017063243235,12,23534241
"1442","EXOC7",1.4218,1.447,0.0942663047356503,17,76083721
"1443","HOXB9",1.4767,1.4467,0.0942486029034706,17,48622918
"1444","KPNB1",1.4462,1.4462,0.0942190983121522,17,47652802
"1445","PRL",1.4461,1.4461,0.0942131971632222,6,22287475
"1446","SPCS2",1.3159,1.4461,0.0942131971632222,11,74949290
"1447","FSTL4",1.4458,1.4458,0.0941954932550722,5,133199154
"1448","ING3",1.4415,1.4456,0.0941836902651574,7,120950895
"1449","TCTEX1D4",1.2652,1.4456,0.0941836902651574,1,44801028
